GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
LOC107987014,1,1,0,4,0,1
LOC107987015,2,0,1,1,0,0
LOC105376240,2,2,0,2,0,0
TRIM32,1689,1601,1860,1539,1606,1654
LOC105376239,0,0,0,0,1,0
LOC105376238,0,0,0,0,0,0
SNORA70C,0,0,0,0,0,0
LOC105376237,0,0,0,0,0,0
LOC105376242,0,0,0,0,0,0
LOC101928797,0,0,2,0,2,3
TLR4,7783,9601,10863,19091,26202,20134
LOC105376244,10,9,8,15,12,13
LOC105376243,0,0,1,1,1,0
LOC105376246,0,0,0,0,0,0
LOC105376247,0,0,0,0,0,0
LOC105376248,0,0,0,0,0,0
LOC105376249,0,0,0,0,0,0
LOC102724929,0,0,0,0,0,0
LINC02578,0,0,0,0,0,0
LOC101928849,0,0,0,0,0,0
BRINP1,2,3,5,6,44,120
LOC105376250,0,0,0,0,0,1
LOC107987122,0,0,0,0,0,3
LINC01613,0,0,0,0,0,3
LOC107987123,0,0,0,0,0,1
LOC107987124,6,1,1,0,0,0
MIR147A,0,0,0,0,0,0
LOC105376253,5,1,4,2,0,0
CDK5RAP2,2151,1997,1868,2039,2123,1815
MEGF9,3118,2453,3742,1802,1615,2007
FBXW2,7122,7203,7196,7672,7515,6681
B3GALT9,136,174,160,221,143,157
PSMD5,4139,4643,4992,3970,3262,2966
CUTALP,436,429,822,293,244,312
PHF19,3825,4305,2609,2163,1608,1250
TRAF1,119,94,95,172,77,69
C5-OT1,1,0,0,0,0,0
C5,168,176,154,171,125,119
CNTRL,921,930,849,933,792,882
RAB14,9688,9555,10571,10230,9648,9916
GSN,19297,16937,15362,14053,9592,9213
GSN-AS1,774,752,765,631,545,509
STOM,17732,19890,19192,20063,23061,19424
LOC102723324,6,4,4,3,1,5
GGTA1,170,169,164,457,1045,2089
LOC107987016,21,5,9,0,0,2
DAB2IP,7647,7602,7378,4784,5632,7147
LOC105376257,20,11,11,5,4,6
LOC107987125,1,0,0,0,1,0
TTLL11,739,526,617,397,393,358
MIR4478,0,0,0,0,0,0
NDUFA8,1705,1686,1831,1579,1377,1266
MORN5,3,2,1,0,0,0
LHX6,2526,745,1594,348,23,20
RBM18,2210,1959,2443,2389,1690,1250
MRRF,2180,2249,2202,2633,2061,1895
PTGS1,6497,8045,5389,345,546,440
OR1J2,3,3,3,20,44,7
OR1J1,1,0,0,0,0,2
OR1J4,0,0,0,0,4,1
OR1N1,0,0,0,0,0,0
OR1L8,46,44,63,78,60,86
OR1N2,1,0,0,0,3,0
OR1Q1,5,0,1,0,1,0
OR1B1,4,3,4,10,9,12
OR1L1,2,0,0,0,0,0
OR1L3,3,0,1,0,0,0
OR1L4,1,2,0,0,0,0
OR1L6,1,0,0,0,1,0
OR5C1,5,1,1,1,0,0
OR1K1,5,0,1,2,0,0
PDCL,2882,2174,3366,2588,3040,3745
RC3H2,7988,7244,8836,9229,11482,11150
SNORD90,1,1,1,1,1,0
ZBTB6,689,706,761,872,839,899
ZBTB26,447,589,572,463,416,489
RABGAP1,4054,4172,5187,4040,5479,5481
LOC105379839,30,21,12,10,5,18
GPR21,49,18,19,10,11,13
STRBP,1371,1299,1451,971,1335,1255
MIR600HG,0,0,0,0,0,0
MIR600,0,0,0,0,0,0
LOC105376265,0,0,0,0,0,0
CRB2,125,107,113,90,94,116
DENND1A,1670,1811,1554,1441,1396,1683
MIR601,3,0,0,2,0,0
MIR7150,0,0,0,0,0,0
LOC105376266,33,17,19,17,6,4
LOC105376267,0,0,0,0,0,0
LOC100505588,0,0,0,0,0,0
LHX2,0,0,0,0,0,4
LOC107987037,0,0,0,3,0,1
NEK6,3780,3578,4098,3895,2649,2616
LOC613206,36,21,7,7,7,7
LOC105376269,12,6,2,6,1,0
PSMB7,5738,6616,5749,6282,4970,4207
LOC100129034,4878,5097,5031,4664,3789,3699
LOC105376270,0,0,0,0,0,0
ADGRD2,0,0,0,0,0,5
NR5A1,0,0,0,0,0,0
NR6A1,50,43,36,78,89,89
MIR181A2HG,53,35,34,35,28,46
MIR181A2,0,1,0,0,0,1
MIR181B2,1,1,0,0,0,0
LOC107987126,3,0,1,4,2,2
OLFML2A,707,337,1063,1318,2003,2873
WDR38,49,63,31,57,70,43
RPL35,13557,18482,16150,16379,13388,12270
ARPC5L,2238,2253,2055,2381,1897,1745
GOLGA1,1712,1728,1651,1376,1329,1306
SCAI,1164,1236,1284,1176,1168,1158
PPP6C,5328,5754,5954,5810,5956,5819
LOC105376271,1,3,3,0,0,1
RABEPK,830,878,733,876,645,511
HSPA5,41414,36373,45461,30821,35138,25513
HSPA5-DT,9,6,4,4,3,3
GAPVD1,5163,4716,5306,5489,5556,5942
LOC101929014,1,1,1,1,3,4
LOC112268055,527,549,491,509,432,442
MAPKAP1,5045,5256,5017,4934,4171,4073
LOC102723468,27,12,7,7,10,9
LOC105376272,10,5,4,2,0,2
LOC107987128,12,9,5,7,3,3
PBX3-DT,0,0,0,0,0,0
PBX3,1039,967,929,706,512,580
LOC107984127,14,5,3,2,3,3
LOC105376273,0,0,0,0,0,0
LOC105376274,0,0,0,0,0,0
LOC105376275,0,0,0,0,0,0
LOC101929116,0,0,0,0,0,0
MVB12B,1676,1466,1913,2584,2611,2841
NRON,13,4,5,7,7,12
LOC105376276,0,0,0,0,0,0
LMX1B-DT,0,0,0,0,0,0
LMX1B,0,0,0,3,0,0
LOC107987129,0,0,1,0,0,0
ZBTB43,812,713,803,773,873,893
ZBTB34,1644,1468,1629,1086,1175,1285
RALGPS1,303,234,274,201,192,198
LOC105376279,0,0,0,0,0,1
ANGPTL2,3455,3029,3054,2861,4122,5486
LOC105376278,45,30,17,17,25,29
GARNL3,98,105,115,86,111,85
LOC112268056,69,67,51,43,80,79
SLC2A8,517,620,541,387,523,523
ZNF79,402,501,442,443,391,391
RPL12,26577,33612,30424,34455,30710,32775
SNORA65,14,15,8,20,9,13
LRSAM1,1496,1530,1624,1169,1453,1352
NIBAN2,23193,23003,21111,18456,8660,7718
LOC105376281,23,18,6,7,3,5
STXBP1,2815,2788,2933,3375,2840,2989
MIR3911,136,131,142,171,115,141
PTRH1,1049,1251,980,1278,987,997
CFAP157,791,980,699,903,642,630
TTC16,24,13,18,24,13,22
TOR2A,691,792,715,568,404,486
SH2D3C,7229,7148,8304,8242,8504,10758
LOC107987132,0,0,1,1,1,1
MIR3960,1,2,0,1,1,3
MIR2861,0,0,0,0,1,0
CDK9,4466,4561,4429,4682,3469,3501
FPGS,4399,4979,3918,4047,2921,2970
ENG,53004,40568,54102,47872,51489,38663
LOC102723566,9470,7197,9290,8179,8628,6457
LOC105379841,17,2,0,3,1,6
AK1,3003,3323,3149,2711,1897,1649
MIR4672,1,1,0,0,0,0
ST6GALNAC6,2881,3345,3126,2332,2565,2731
ST6GALNAC4,2901,3532,2576,3110,2320,1878
PIP5KL1,49,39,43,33,45,69
DPM2,1575,1602,1455,1459,1165,1169
FAM102A,1523,1316,1217,3399,12627,20839
NAIF1,481,584,520,472,379,426
SLC25A25,1339,989,1406,1575,1888,2021
SLC25A25-AS1,103,90,69,46,34,43
PTGES2,2079,2197,1696,2026,1654,1517
PTGES2-AS1,1,2,1,0,2,1
LCN2,0,0,0,0,0,0
BBLN,2639,3375,2804,2871,2956,3592
CIZ1,6814,7733,5817,6295,5959,5964
DNM1,46,36,56,107,101,85
MIR199B,0,0,0,0,0,0
MIR3154,0,0,0,0,0,0
GOLGA2,2655,2203,2756,2670,3081,2518
SWI5,537,558,677,590,470,392
TRUB2,2830,3496,2878,2970,2084,2389
LOC105376286,383,479,411,387,290,307
COQ4,1676,1812,1480,1628,1517,1712
TRR-TCT3-1,0,0,0,0,0,1
SLC27A4,2694,2859,2698,2678,2537,2541
URM1,4708,5623,4686,4635,4304,4401
MIR219A2,1,1,0,0,0,0
MIR219B,1,1,0,0,0,0
CERCAM,3990,4245,3822,3968,4558,5191
ODF2,2244,2336,2164,1869,1631,1572
ODF2-AS1,175,245,231,187,162,166
GLE1,1402,1468,1104,1435,1151,849
LOC101929270,16,29,23,12,19,25
SPTAN1,33412,28431,36256,29238,44885,47191
DYNC2I2,2870,2980,2372,1603,1345,1521
LOC105376287,6,5,1,4,2,1
SET,25366,27407,24637,23089,18605,19241
PKN3,2861,3112,2139,2270,1665,1520
ZDHHC12,1294,1424,1240,1673,1735,1750
ZDHHC12-DT,92,82,103,117,126,91
ZER1,3493,3780,3768,3274,3899,3993
TBC1D13,3946,4039,3957,3037,3667,3473
ENDOG,871,1071,759,882,758,814
SPOUT1,1971,2125,1646,1793,1716,1731
KYAT1,242,205,233,252,206,163
LRRC8A,12347,13636,11790,14852,13417,15652
LOC101929291,559,700,552,724,638,704
PHYHD1,11,30,9,6,6,5
DOLK,1558,1631,1779,1361,1467,1645
NUP188,6517,5724,5916,4874,5153,5105
LOC101929314,653,613,574,487,488,476
SH3GLB2,2192,2245,1660,2103,1423,1630
MIGA2,1121,1128,1093,907,859,763
DOLPP1,1132,1230,1144,982,884,765
CRAT,3850,4519,4268,4232,3785,3845
PTPA,7120,7683,6989,7381,6456,6298
IER5L,396,430,381,634,597,1381
LOC105376289,20,20,19,15,9,9
IER5L-AS1,3,1,2,0,0,0
LOC101929331,0,0,1,41,90,125
LOC107987133,0,0,0,0,1,2
LINC02913,0,0,0,0,0,0
LINC01503,1,0,0,0,0,3
LOC107987038,0,0,0,0,0,0
LOC105376291,0,0,1,0,2,3
LINC00963,562,597,670,734,602,568
LOC105376292,0,0,0,0,1,0
NTMT1,1201,1231,1235,1254,993,944
C9orf50,1,1,0,2,0,2
ASB6,2427,2315,2347,2008,1876,1927
PRRX2,17,3,2,14,24,32
PRRX2-AS1,0,0,0,0,0,0
PTGES,2,0,2,7,10,6
TOR1B,1759,1907,2110,1700,2052,1516
TOR1A,4020,4151,4366,3836,3086,2785
C9orf78,1479,1589,1510,1602,1385,1377
USP20,1317,1261,1342,1030,1107,1173
MIR6855,0,1,0,1,1,1
FNBP1,5613,7374,6537,6134,9272,7933
GPR107,6551,6869,7786,7021,8627,7008
GPRACR,0,0,0,0,2,0
NCS1,5017,3961,3692,2669,1572,1170
MIR12126,0,0,0,0,0,0
HMCN2,22,2,22,0,0,0
LOC107987134,0,0,0,0,0,0
ASS1,381,396,568,964,588,838
LOC105376294,3,3,5,2,3,0
LOC100272217,11,7,14,10,10,11
FUBP3,3527,3224,3634,3509,3210,3253
MIR6856,0,0,0,0,1,2
PRDM12,3,3,5,0,0,0
EXOSC2,1382,1621,1329,1208,689,793
ABL1,12225,11010,12014,8666,9005,8836
QRFP,19,7,8,4,8,4
FIBCD1,34,28,42,64,63,82
FIBCD1-AS1,0,0,0,0,0,0
LAMC3,7,13,6,33,241,919
AIF1L,2561,3906,3343,770,77,39
NUP214,4818,4211,4379,3323,3498,3374
FAM78A,8830,8987,9281,460,894,1090
PLPP7,201,155,189,113,221,380
LOC105376299,0,0,0,0,0,0
LOC105376300,0,0,0,0,0,0
PRRC2B,20223,16389,20925,13887,18127,18613
SNORD62A,1,2,3,0,0,1
SNORD62B,14,22,8,12,9,2
LOC107987135,6386,4871,6123,4297,5603,5514
POMT1,1868,2052,1915,1682,1641,1698
LOC105376301,2,4,1,1,3,1
UCK1,1124,1318,1101,1183,1055,1215
PRRT1B,7,1,6,0,0,0
RAPGEF1,13993,12524,12586,9090,8892,8394
MED27,1118,1238,1115,995,798,812
LOC105376302,0,0,0,0,0,0
NTNG2,3,15,14,8,8,10
SETX,8044,7722,9679,9073,11251,11316
TTF1,657,812,738,827,731,806
CFAP77,1,6,7,3,4,7
LOC105376304,0,0,0,1,0,0
BARHL1,1,0,4,2,0,2
DDX31,1123,1203,1230,979,741,856
GTF3C4,4750,4643,5099,3607,3707,3873
AK8,13,12,24,12,9,13
SPACA9,294,350,347,253,336,324
TSC1,2079,1941,2184,2327,2267,2233
GFI1B,1,0,0,1,1,0
MIR548AW,0,0,0,0,0,0
SNORD141A,73,101,103,96,97,89
LOC105376306,7,8,4,3,4,5
GTF3C5,3027,3308,2870,2660,2299,2426
MIR6877,0,0,0,0,0,0
CEL,46,33,33,32,14,32
CELP,0,0,1,0,0,0
RALGDS,3813,3836,3677,5588,5595,6502
GBGT1,1157,1499,1004,2097,2731,2679
OBP2B,0,1,0,0,0,0
ABO,0,0,1,0,0,1
SURF6,2,0,0,1,0,0
MED22,0,0,0,1,0,0
RPL7A,1,4,1,5,2,3
SNORD24,0,0,0,0,0,0
SNORD36B,0,0,0,0,0,0
SNORD36A,0,0,0,0,0,0
SNORD36C,0,0,0,0,0,0
SURF1,1,0,0,0,0,0
SURF2,0,0,0,0,0,0
SURF4,1,2,0,1,0,0
STKLD1,0,0,0,0,0,0
REXO4,0,0,0,0,0,0
ADAMTS13,2,5,2,2,2,0
CACFD1,8,6,7,5,7,6
SLC2A6,7,5,0,6,0,2
LOC102723855,0,0,0,0,0,0
MYMK,0,0,0,0,0,0
ADAMTSL2,2,0,3,33,67,79
FAM163B,0,0,0,0,0,0
DBH,0,0,0,0,0,0
DBH-AS1,0,2,0,0,0,1
SARDH,18,10,27,16,4,13
LOC105376308,1,0,2,3,0,1
VAV2,2768,2450,2339,1818,2152,2580
BRD3OS,2512,2569,2497,1887,1902,1873
BRD3,5862,5177,5814,4169,4446,4855
LOC100130548,14,10,1,6,5,3
WDR5,3058,3056,2502,2544,2038,2093
RNU6ATAC,29,37,13,24,11,21
LOC107987137,0,2,0,0,2,1
LOC101928384,0,0,0,0,0,0
LOC107987039,0,0,0,0,0,0
LINC02247,0,0,0,0,4,1
RXRA,4859,4851,4092,3465,5388,6098
MIR4669,0,0,0,0,0,0
LOC105376311,3,0,0,0,0,0
LOC100506532,0,0,0,0,0,0
COL5A1,22284,15438,23669,2288,1227,839
COL5A1-AS1,0,0,0,0,0,0
LOC101448202,534,378,642,62,46,28
MIR3689C,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0
MIR3689B,0,0,0,0,0,0
MIR3689D2,0,0,0,0,0,0
MIR3689E,1,0,0,0,0,0
MIR3689F,0,0,0,0,0,0
FCN2,0,0,0,0,0,0
FCN1,0,0,0,0,0,0
LOC105376314,0,0,0,0,0,0
LOC105376313,0,0,0,0,0,0
OLFM1,13,21,16,657,168,835
LOC102723948,0,0,0,0,0,0
LOC401557,0,0,0,0,0,0
LOC107987138,0,0,0,0,0,0
LINC02907,0,0,0,0,0,0
PPP1R26-AS1,20,17,16,15,32,34
PPP1R26,1715,1653,1659,1062,1079,1120
C9orf116,145,132,136,116,106,116
MRPS2,3157,3502,3256,3135,2437,2461
LOC101928525,1279,1435,1340,1292,1031,982
LCN1,0,1,0,2,0,0
OBP2A,0,0,0,0,0,0
LOC107987040,0,0,0,0,0,0
PAEP,0,0,0,14,10,2
LINC01502,1,0,0,4,0,1
LOC105376316,1,0,0,4,0,3
LOC102723971,0,0,0,0,0,0
GLT6D1,0,0,0,0,0,0
LCN9,0,0,0,0,0,0
LOC105376317,0,0,0,0,0,0
LOC105376318,0,0,0,0,0,0
SOHLH1,0,1,0,2,0,1
KCNT1,4,0,0,2,1,0
LOC107987139,0,2,0,1,0,0
LOC107987140,2,2,0,2,0,0
CAMSAP1,3357,3283,3291,2849,2327,2354
CAMSAP1-DT,105,100,88,84,70,52
UBAC1,1759,1848,1514,1525,1286,1224
NACC2,5023,4594,4351,3456,3947,3515
LOC105376322,183,138,154,115,99,94
LINC02846,4,5,5,3,6,6
TMEM250,3179,3530,3112,2309,2411,2631
LOC107987142,23,30,21,17,15,9
LHX3,0,0,0,0,0,0
QSOX2,1498,1497,1453,1456,1398,1143
CCDC187,1,1,1,2,1,0
DKFZP434A062,6,2,5,2,3,4
GPSM1,3303,3252,3022,2216,2053,2475
DNLZ,623,477,360,386,260,294
CARD9,20,19,12,7,11,24
SNAPC4,1623,1635,1531,1118,946,995
ENTR1,1648,2175,1738,1781,1155,1261
PMPCA,3237,3517,3050,2997,2382,2120
INPP5E,1400,1453,1150,984,831,969
SEC16A,11326,9035,10269,8515,10084,9143
C9orf163,43,26,47,36,44,29
NOTCH1,22470,19754,21562,18024,26121,30489
MIR4673,3,0,0,0,0,1
MIR4674,3,4,1,6,4,0
NALT1,5,15,7,13,7,2
LINC01451,23,23,6,6,7,9
LOC105376325,1578,1617,1563,1120,2584,1369
LOC102724193,97,156,103,216,209,110
HSPC324,97,130,105,234,219,104
EGFL7,21577,23515,16710,22277,17323,18199
MIR126,31,22,8,17,12,13
AGPAT2,1704,2115,1846,1721,1748,2168
DIPK1B,12428,13920,12054,5056,3134,2993
SNHG7,3289,4043,2864,1364,1849,2130
SNORA17B,0,0,0,0,0,0
SNORA17A,0,0,0,0,0,0
LCN10,0,0,0,2,0,0
LCN6,2,8,4,2,0,1
LOC100128593,0,8,1,1,0,0
MIR6722,0,0,0,0,0,0
LCN8,0,0,0,0,0,0
LCN15,1,6,3,11,3,4
LOC107987143,0,0,0,0,0,0
TMEM141,1206,1550,1311,1396,1464,1511
CCDC183,86,75,56,51,43,42
CCDC183-AS1,78,56,35,38,41,33
RABL6,7679,8057,6732,6310,5618,5622
MIR4292,14,18,15,11,8,8
AJM1,116,109,135,251,310,329
PHPT1,3847,4082,4003,4403,3350,3313
MAMDC4,141,117,55,92,59,50
EDF1,6392,7005,6580,7184,6534,6353
TRAF2,675,659,543,722,683,757
LOC105376326,1,1,3,0,0,0
MIR4479,0,0,0,1,0,0
FBXW5,4725,5174,4504,5095,5557,5363
C8G,13,8,12,10,12,13
LCN12,9,3,6,2,1,0
LINC02692,0,0,0,0,0,0
PTGDS,1,4,1,11,10,44
LCNL1,0,0,0,1,0,0
PAXX,573,618,431,418,292,299
CLIC3,12,10,4,8,1,2
ABCA2,3882,3444,3334,1978,2899,2832
LINC02908,43,70,32,26,19,4
FUT7,1,1,1,0,0,0
NPDC1,6871,7798,6606,3690,2460,2050
ENTPD2,6,8,10,3,14,6
LOC105376327,2,0,3,0,3,1
SAPCD2,1051,1360,620,664,258,196
UAP1L1,1956,2088,1634,1791,2079,2720
MAN1B1-DT,104,140,141,94,97,87
MAN1B1,5718,5832,6706,4234,4931,4711
DPP7,4157,3986,3700,3923,3120,3670
GRIN1,5,1,5,12,13,8
LOC105376328,0,0,0,0,0,0
LRRC26,2,2,0,0,0,0
MIR3621,0,0,0,0,0,0
TMEM210,0,0,0,0,0,0
ANAPC2,2578,2397,2279,1810,2078,1843
SSNA1,1839,2191,1774,1879,1509,1483
TPRN,919,1089,824,602,575,559
TMEM203,1142,1236,1179,1058,919,1027
NDOR1,1116,1043,881,814,808,779
LOC122513141,0,0,0,0,0,0
RNF208,779,922,645,154,130,140
CYSRT1,21,21,13,17,14,10
RNF224,0,5,1,0,0,2
SLC34A3,8,12,6,3,3,5
TUBB4B,15759,16690,11789,16514,9010,8932
FAM166A,2328,2172,1238,2516,1203,1255
STPG3-AS1,6,7,5,0,1,4
STPG3,5,9,2,1,3,2
NELFB,4315,4099,3730,3764,3693,3676
TOR4A,3856,3765,3113,2950,2962,3583
NRARP,5288,3794,6010,5371,7067,9378
EXD3,962,929,898,1150,1031,1037
NOXA1,78,116,66,111,108,65
ENTPD8,16,27,5,20,21,19
NSMF,3467,3662,2747,3905,3385,4267
MIR7114,0,0,0,0,0,0
PNPLA7,82,76,72,79,146,259
MRPL41,1402,1581,1500,1636,1607,1651
DPH7,934,1000,910,812,578,604
ZMYND19,961,839,783,716,567,520
ARRDC1,1053,1103,954,1122,928,956
ARRDC1-AS1,369,392,334,332,250,246
EHMT1,5722,5083,4975,4168,4217,4220
LOC651337,24,12,12,12,5,15
MIR602,2,1,0,0,0,0
LOC100133077,2,0,0,0,1,0
CACNA1B,8,6,12,12,5,6
LOC105376331,0,0,0,0,0,0
LOC101928786,0,0,1,0,0,0
TUBBP5,4,1,10,0,3,2
LOC101928932,0,0,0,0,0,0
LOC107987145,0,0,0,0,0,0
FAM157B,1,0,2,0,0,1
LOC112267861,0,0,0,0,0,0
LOC105376333,0,0,0,0,0,0
LOC105376332,0,0,0,0,0,0
LOC105379525,0,0,0,0,0,0
LOC102724727,0,1,1,0,1,1
LOC107987370,0,0,0,0,0,0
LOC107987372,0,1,0,0,0,1
LOC102724813,0,0,0,0,1,0
LOC102723376,0,0,0,0,0,0
TUBB8,0,0,4,0,1,1
ZMYND11,4475,4636,4903,4771,4856,5476
LOC107984190,260,273,243,262,246,306
LOC107984191,3,1,1,3,2,0
DIP2C,1378,1207,1427,1770,2567,2550
LOC105376340,11,3,2,3,4,3
LOC101930421,15,3,1,9,9,10
MIR5699,2,0,0,0,1,0
DIP2C-AS1,35,7,11,211,156,176
LARP4B,5534,5046,5539,5003,4660,4709
LARP4B-DT,2,2,2,3,0,3
LOC107984285,18,16,5,15,6,10
LOC105376341,2,3,2,0,3,2
GTPBP4,2813,2935,3060,2654,2106,1891
IDI2,139,145,136,80,111,86
IDI2-AS1,117,125,106,118,123,122
IDI1,1392,1332,1385,1729,1716,1532
WDR37,2541,2304,2629,2324,2750,2212
LOC105376344,4,16,2,1,0,0
LINC00200,2,7,3,0,0,0
ADARB2,0,4,2,1,6,9
LOC105376342,0,0,0,0,0,0
ADARB2-AS1,0,0,0,0,0,0
LOC105376345,0,0,0,0,0,0
LOC105376346,0,0,0,0,0,0
LINC00700,0,0,0,0,0,0
MIR6072,0,0,0,0,0,0
LINC02662,0,0,0,0,0,0
LOC107984168,0,0,0,0,0,0
LINC00701,0,0,0,0,0,0
LOC105376349,0,0,0,0,0,0
LINC02645,0,0,0,0,0,0
LOC107983989,0,0,0,2,0,0
LOC105376350,0,0,1,1,0,0
LOC105376352,0,0,1,1,0,0
PFKP-DT,16,11,19,11,1,3
PFKP,19017,13131,17395,17670,9800,7820
SNORD142,13,2,3,2,2,1
PITRM1,7897,8350,7848,9576,7624,7399
PITRM1-AS1,1479,1569,1513,1807,1386,1369
LINC02668,41,29,28,34,34,53
LOC105376353,11,21,19,17,35,51
LOC107987146,0,0,0,0,2,13
LOC105376356,0,0,0,0,0,0
LOC105376360,3,4,2,0,9,2
LOC105376358,11,10,6,116,148,135
LOC105376357,2,9,5,48,73,54
LINC02669,121,120,180,295,668,715
LOC107984192,19,21,24,65,96,128
LOC107984193,0,0,0,0,0,0
LOC105376361,6,7,3,4,3,0
LOC105376363,0,4,1,1,0,0
KLF6,19898,20129,20341,25906,20644,21529
LOC105376364,9,12,13,27,12,19
LINC02639,0,0,0,0,0,0
LINC02660,1,4,0,0,4,0
LOC105376367,0,0,3,0,0,0
MIR6078,0,0,0,0,0,2
LOC107984195,0,2,0,0,1,2
LOC101927964,3,0,0,3,0,3
LOC107984196,0,0,0,0,0,1
LOC105376368,0,0,0,0,0,0
LINC00702,18,14,15,31,22,6
LOC105376369,1,13,2,4,0,3
LOC105376370,0,0,0,0,0,0
LOC105376371,0,0,2,2,1,0
LOC105376372,0,0,0,0,0,0
LINC00703,0,2,2,0,1,0
MANCR,1909,1961,1538,915,393,270
LINC00705,44,24,13,3,1,2
LOC105376373,69,27,29,21,7,5
LOC105376375,35,31,28,46,32,22
LOC107984197,9,4,7,4,5,3
LOC105376374,47,45,47,65,30,21
AKR1E2,148,162,196,219,226,289
AKR1C6P,0,1,5,1,8,11
AKR1C1,26,48,73,323,2121,2471
AKR1C2,9,19,19,352,551,987
LOC101928051,0,0,0,0,0,4
LOC107984198,1,0,0,0,0,1
AKR1C3,263,464,1080,2462,3714,4788
AKR1C8,0,0,0,2,2,0
AKR1C4,0,0,0,1,1,0
LINC02561,0,0,0,9,2,7
UCN3,0,0,0,0,0,0
TUBAL3,3,2,3,0,1,0
NET1,2586,3426,2810,1747,1552,1212
CALML5,0,0,0,0,0,0
CALML3-AS1,2,0,1,0,0,0
CALML3,0,0,0,0,0,0
LOC107984169,0,0,0,0,0,0
LOC105376380,0,1,1,0,0,0
LOC105376381,0,0,0,0,0,0
LASTR,1,4,2,6,6,5
LINC02678,0,0,0,0,0,0
LINC02677,0,0,0,0,0,0
LOC107984199,0,0,0,0,0,0
ASB13,498,668,568,705,973,1515
TASOR2,11014,10870,10609,10695,10322,9631
GDI2,25477,28900,27964,25633,22128,21491
TRV-TAC3-1,0,0,0,0,0,0
ANKRD16,261,312,288,198,265,334
FBH1,5439,6012,5894,4487,4418,4694
LOC105376384,1109,1165,1161,995,979,1054
IL15RA,1060,1266,1022,856,1320,1111
LOC107984200,352,382,279,290,343,284
IL2RA,0,0,0,0,0,0
LOC107984201,0,0,0,0,0,0
RBM17,3024,3352,2815,2357,1778,1966
LOC101928080,2,2,0,10,11,6
PFKFB3,3837,3556,3008,4196,3247,3211
MIR3155A,0,0,0,0,0,0
MIR3155B,0,0,0,0,0,0
LINC02649,12,9,6,10,7,7
LINC02656,4,2,2,5,1,0
PRKCQ,203,160,231,42,31,97
LOC107984202,2,0,0,0,0,0
PRKCQ-AS1,149,167,170,79,64,118
LINC02648,0,0,0,0,0,0
LINP1,0,0,1,1,0,0
LINC00706,0,0,0,0,0,0
LINC00707,1,0,4,0,0,0
LOC107984203,0,0,0,0,0,0
LOC105376387,1,1,0,0,0,0
LINC02665,0,0,0,0,0,0
SFMBT2,161,260,231,96,176,184
SNORD129,0,2,0,1,0,0
LINC02642,0,0,0,0,0,0
LOC105376390,0,0,0,0,0,0
LOC105376391,0,0,0,0,0,0
ITIH5,0,0,0,36,69,1144
ITIH2,7,1,4,0,5,2
KIN,381,402,437,461,334,372
ATP5F1C,6593,8191,7257,8029,6430,6200
LOC105376392,774,879,587,910,646,681
TAF3,1122,1026,1039,1145,900,960
LOC105376394,5,0,3,0,0,0
GATA3,5033,4142,4288,110,49,64
GATA3-AS1,143,187,109,1,0,1
LOC107984204,91,73,74,4,0,4
LOC105376395,1,0,0,0,0,0
LOC107984206,0,0,0,0,0,0
LOC107984205,0,0,0,0,0,0
LINC00708,0,0,0,0,0,0
LOC105376396,0,0,2,0,0,0
LOC105376397,0,0,0,0,0,0
LOC105376398,0,0,0,0,0,0
LOC105376399,0,0,0,0,0,0
LOC105376400,0,0,0,0,0,0
LINC02676,0,0,0,0,0,0
LOC101928272,0,0,0,0,0,0
LINC00709,0,0,0,0,0,0
LOC112268059,0,0,0,0,0,0
LINC02663,0,0,0,0,0,0
LOC105376403,0,0,0,0,0,0
LINC02670,0,0,0,0,0,0
LOC107984207,0,0,0,0,0,0
CELF2-DT,0,0,0,0,0,0
CELF2,4224,3068,3875,3483,2203,1241
SFTA1P,12,11,15,32,8,3
LOC105376405,2,1,0,0,0,0
LINC00710,1,1,0,0,0,0
CELF2-AS2,21,5,7,4,5,2
CELF2-AS1,28,10,7,7,4,1
LOC105376409,0,0,0,0,0,0
USP6NL,4101,4503,4408,2343,2365,2761
LOC105376411,225,221,214,117,125,131
LOC105376410,39,14,10,5,4,9
USP6NL-AS1,153,180,96,82,74,102
LOC105376413,6,8,9,0,2,2
LOC105376412,14,15,15,0,2,2
ECHDC3,321,437,182,511,625,693
LOC105379850,0,0,0,0,0,0
LOC105376415,0,0,0,0,0,0
PROSER2,594,685,474,658,506,481
PROSER2-AS1,76,104,63,92,61,56
UPF2,2166,2039,2034,1938,1842,1809
LOC105376416,0,1,1,0,0,2
DHTKD1,1833,2036,2131,1906,2092,2114
SEC61A2,730,762,719,747,618,543
MIR548AK,0,0,0,1,0,0
NUDT5,2724,3211,2835,2860,2482,2167
CDC123,4109,4610,4235,4882,4175,3575
CAMK1D,327,210,281,182,171,139
LOC107984209,1,0,0,0,0,0
MIR4480,0,0,0,0,0,0
MIR4481,0,0,0,0,0,0
MIR548Q,0,0,0,0,0,0
CCDC3,100,141,105,12,10,7
LOC105376418,0,0,0,0,0,0
OPTN,2825,3062,3335,7710,6381,6281
